City,State,Year,Zipcode,AvrgCommute,AvrgIncome
Deltona,Florida,2015,34400,35.764463717202766,30829.81108846799
Deltona,Florida,2016,34400,43.488031382595466,33081.82300794319
Deltona,Florida,2017,34400,41.398439716312055,40743.50310870179
Denton,Texas,2013,39944,29.964403337827,36365.901942524455
Denton,Texas,2014,39944,29.28850908977808,36607.866948264484
Denton,Texas,2015,39944,27.139109272329033,32731.88289139399
Denton,Texas,2016,39944,30.503723567269382,36945.582309841666
Denton,Texas,2017,39944,30.276937748996325,41018.568260066866
Denver,Colorado,2013,40000,30.183189560525737,50488.82678903072
Denver,Colorado,2014,40000,30.36007637729424,52971.70838582406
Denver,Colorado,2015,40000,31.1970702085948,55947.53125355449
Denver,Colorado,2016,40000,30.805919694690864,57287.614835708344
Denver,Colorado,2017,40000,31.099230556231486,60987.588639509704
Des Moines,Iowa,2013,42000,22.92155744203585,34262.45085518432
Des Moines,Iowa,2014,42000,23.445718670076726,36182.88294928883
Des Moines,Iowa,2015,42000,22.185900344032362,38200.0645150753
Des Moines,Iowa,2016,42000,22.389791809169644,39572.926578300634
Des Moines,Iowa,2017,42000,22.643004856071936,40346.06751550871
Detroit,Michigan,2013,44000,32.45430793596352,28829.387797688654
Detroit,Michigan,2014,44000,32.280449232396094,26577.928164776586
Detroit,Michigan,2015,44000,31.281734059472747,28217.724191277175
Detroit,Michigan,2016,44000,31.779406315432315,30810.542402314448
Detroit,Michigan,2017,44000,30.66577002202924,32279.189804217873
Dothan,Alabama,2013,42368,25.129311225358347,38750.84433734212
Dothan,Alabama,2014,42368,22.703496297387908,38910.376483691325
Dothan,Alabama,2015,42368,23.90042070468034,42809.91000316556
Dothan,Alabama,2016,42368,22.853199361578643,41760.602215901985
Dothan,Alabama,2017,42368,23.446080914815084,43725.72980870565
Downey,California,2013,39532,35.121858545335314,41780.53116157085
Downey,California,2014,39532,38.27372519228943,40123.68525082709
Downey,California,2015,39532,38.04840049854591,44841.26350342931
Downey,California,2016,39532,38.59350455983622,46575.22772951797
Downey,California,2017,39532,39.749640790648904,51337.58395503408
Duluth,Minnesota,2013,34000,20.16638292770651,33693.80827231273
Duluth,Minnesota,2014,34000,21.51562271151687,34990.124209601876
Duluth,Minnesota,2015,34000,20.952838266262468,37348.04607162948
Duluth,Minnesota,2016,34000,19.664389350612762,39076.48260610945
Duluth,Minnesota,2017,34000,22.3817199203565,37382.58765143631
Durham,North Carolina,2013,38000,26.204707578777725,47306.4365128632
Durham,North Carolina,2014,38000,26.178501920831287,45056.61033561782
Durham,North Carolina,2015,38000,27.12897564902395,45839.61684212642
Durham,North Carolina,2016,38000,29.032605235633838,48336.75475963048
Durham,North Carolina,2017,38000,27.855323913211336,54028.780546289265
Eagan,Minnesota,2013,34576,29.382282592647275,61618.74022235458
Eagan,Minnesota,2014,34576,29.46137608550434,63823.42185368655
Eagan,Minnesota,2015,34576,28.906053373833803,61865.08165336532
Eagan,Minnesota,2016,34576,28.54675827471509,64063.36190509068
Eagan,Minnesota,2017,34576,28.242807857896388,67582.92218744566
East Los Angeles CDP,California,2013,41604,37.76635025039241,26421.245335913467
East Los Angeles CDP,California,2014,41604,35.20049932383231,29113.567280002993
East Los Angeles CDP,California,2015,41604,32.66472157051475,32083.373347251218
East Los Angeles CDP,California,2016,41604,36.39020440075952,31486.627125513056
East Los Angeles CDP,California,2017,41604,38.81865314933313,29316.742619280816
East Orange,New Jersey,2013,38780,40.126955602536995,35992.189943550075
East Orange,New Jersey,2014,38780,44.349277145493694,40092.95056681217
East Orange,New Jersey,2015,38780,43.287808696889904,40129.33214125393
East Orange,New Jersey,2016,38780,43.524857873249644,37231.52811153193
East Orange,New Jersey,2017,38780,38.229440789473685,39628.57969414001
Eau Claire,Wisconsin,2013,44600,20.683691492493377,31561.484049079754
Eau Claire,Wisconsin,2014,44600,20.204364460819043,29601.32831663648
Eau Claire,Wisconsin,2015,44600,20.655156475162457,34167.84793234808
Eau Claire,Wisconsin,2016,44600,21.129555850671387,35692.92746009054
Eau Claire,Wisconsin,2017,44600,19.8377937703812,38362.29444113468
Edinburg,Texas,2013,45320,23.81610537344709,30543.809644803707
Edinburg,Texas,2014,45320,28.028405590323942,35545.416851817965
Edinburg,Texas,2015,45320,26.799020901122738,35837.401342731624
Edinburg,Texas,2016,45320,23.40700031404345,36944.669604655144
Edinburg,Texas,2017,45320,22.8333420872945,35949.66017490828
Edmond,Oklahoma,2013,46400,27.48753287002254,58092.69696228837
Edmond,Oklahoma,2014,46400,26.00552965158509,60940.760199203185
Edmond,Oklahoma,2015,46400,26.843104620361473,54599.85597681434
Edmond,Oklahoma,2016,46400,25.267340571571197,63976.18341943113
Edmond,Oklahoma,2017,46400,26.686010995723887,60911.5335207351
El Cajon,California,2013,43424,29.206363091072678,35108.548826377024
El Cajon,California,2014,43424,30.300615611918246,38350.914543390514
El Cajon,California,2015,43424,33.02596814193056,37488.68136311925
El Cajon,California,2016,43424,32.03932355890404,41299.291150177414
El Cajon,California,2017,43424,34.302574857276014,42782.47547954086
El Monte,California,2013,44460,42.33479594243926,29784.07109462992
El Monte,California,2014,44460,40.97595524593625,30145.997797229702
El Monte,California,2015,44460,39.46293074180954,33391.32391554179
El Monte,California,2016,44460,36.46978931606807,30661.042357901715
El Monte,California,2017,44460,34.57773865115211,29907.360238571935
El Paso,Texas,2013,48000,26.530024577234876,35631.89408736565
El Paso,Texas,2014,48000,26.270933635419617,36551.387390306045
El Paso,Texas,2015,48000,26.924911938553073,37529.59296816967
El Paso,Texas,2016,48000,27.57705207662447,36303.42476218151
El Paso,Texas,2017,48000,27.875404051146685,38580.64859723775
Elgin,Illinois,2013,46148,36.05166315622144,38711.3758805513
Elgin,Illinois,2014,46148,33.78214981406056,43174.77295122479
Elgin,Illinois,2015,46148,35.90438161440231,46343.29659121945
Elgin,Illinois,2016,46148,35.41421559154331,46437.763284663044
Elgin,Illinois,2017,46148,33.15880013506922,46404.23285734937
Elizabeth,New Jersey,2013,42000,34.68360004497245,31971.763116968803
Elizabeth,New Jersey,2014,42000,32.85889939810834,33092.76842295581
Elizabeth,New Jersey,2015,42000,33.99230990887152,34151.90894269996
Elizabeth,New Jersey,2016,42000,33.11098033195162,32203.240577092445
Elizabeth,New Jersey,2017,42000,29.811288371636863,36942.75786473828
Elk Grove,California,2013,44040,35.58502386145596,54492.73828785318
Elk Grove,California,2014,44040,36.150496798410245,58130.69912969326
Elk Grove,California,2015,44040,37.86700767263427,56625.39260307951
Elk Grove,California,2016,44040,36.03071296497716,62494.22993353037
Elk Grove,California,2017,44040,36.831672365847496,56575.72290504678
Ellicott City CDP,Maryland,2013,52000,36.2995463740575,81265.53885560138
Ellicott City CDP,Maryland,2014,52000,36.71981499513145,88356.56564693317
Ellicott City CDP,Maryland,2015,52000,36.81203118977734,89774.58777280214
Ellicott City CDP,Maryland,2016,52000,38.317353648292446,90314.75538703061
Ellicott City CDP,Maryland,2017,52000,38.19247360653877,86226.48387905874
Enterprise CDP,Nevada,2013,47540,25.38512695462374,55612.189722176896
Enterprise CDP,Nevada,2014,47540,26.32985424086532,50188.564421807205
Enterprise CDP,Nevada,2015,47540,25.62371602263993,51124.70826742913
Enterprise CDP,Nevada,2016,47540,25.432331043205796,51369.277922262765
Enterprise CDP,Nevada,2017,47540,26.18509329223212,57331.576324160174
Erie,Pennsylvania,2013,48000,19.934078185786127,28028.082996472873
Erie,Pennsylvania,2014,48000,22.124101975653563,30750.32582907261
Erie,Pennsylvania,2015,48000,22.47541679439715,31286.647128419027
Erie,Pennsylvania,2016,48000,23.5570036663151,31753.289732595953
Erie,Pennsylvania,2017,48000,22.581410239991804,32087.48999327985
Escondido,California,2013,45608,32.513530834922214,39068.56950669505
Escondido,California,2014,45608,31.21051392333532,39955.5658134666
Escondido,California,2015,45608,34.4173274722749,39806.28539752737
Escondido,California,2016,45608,35.02889382800479,42059.89794589727
Escondido,California,2017,45608,34.543330936047795,45212.62463502747
Eugene,Oregon,2013,47700,21.980740521764837,36739.22200871699
Eugene,Oregon,2014,47700,22.302059074126667,37063.42102806854
Eugene,Oregon,2015,47700,22.959597356267803,35518.79017024442
Eugene,Oregon,2016,47700,22.120931092792222,37748.89723137303
Eugene,Oregon,2017,47700,22.81990710361421,39117.48899499773
Evanston,Illinois,2013,49164,40.70088506606831,63117.6122410143
Evanston,Illinois,2014,49164,39.72703232430078,59946.46684652549
Evanston,Illinois,2015,49164,37.92062132711219,70287.74097423178
Evanston,Illinois,2016,49164,35.48939740655988,64737.02392694956
Evanston,Illinois,2017,49164,40.813083804762535,67183.18175191499
Evansville,Indiana,2013,44000,22.275476268681228,30373.84045702737
Evansville,Indiana,2014,44000,23.61857882352941,31492.817590931332
Evansville,Indiana,2015,44000,22.928580526593517,32595.58799057447
Evansville,Indiana,2016,44000,23.388975755288367,32789.752544450304
Evansville,Indiana,2017,44000,22.570555513509422,35967.85346105693
Everett,Washington,2013,45280,32.470840516335194,42508.75601541676
Everett,Washington,2014,45280,35.39648136581303,43608.63292285094
Everett,Washington,2015,45280,34.46555934568571,46987.96515834073
Everett,Washington,2016,45280,36.34885683446178,51077.98124915116
Everett,Washington,2017,45280,36.6594184251158,46845.074706141175
Fairfield,California,2013,46364,36.4505416914896,46011.89422456442
Fairfield,California,2014,46364,39.930489731437596,52841.59129841447
Fairfield,California,2015,46364,37.858701811084764,52469.66353047388
Fairfield,California,2016,46364,40.353729535419845,52619.66309331288
Fairfield,California,2017,46364,38.286860680626205,60523.42929620219
Fall River,Massachusetts,2013,46000,28.93466458084108,34328.48265404246
Fall River,Massachusetts,2014,46000,29.458667367591012,34360.87226748133
Fall River,Massachusetts,2015,46000,28.196365722032485,40094.85345429956
Fall River,Massachusetts,2016,46000,31.176963608070107,40415.745105412556
Fall River,Massachusetts,2017,46000,30.912511984659634,43889.599061449386
Fargo,North Dakota,2013,51400,18.996960583567954,36745.50319619507
Fargo,North Dakota,2014,51400,19.322913458577148,40763.61266977105
Fargo,North Dakota,2015,51400,19.035134148567256,42396.679492939664
Fargo,North Dakota,2016,51400,18.072783188108662,41883.58107685378
Fargo,North Dakota,2017,51400,18.42252984333102,41745.79835737036
Farmington Hills,Michigan,2013,54880,28.870391233101188,62973.14113682222
Farmington Hills,Michigan,2014,54880,30.515852723088724,63284.23330133938
Farmington Hills,Michigan,2015,54880,27.812829710909476,63903.93386428206
Farmington Hills,Michigan,2016,54880,31.676327417059838,67877.42262280798
Farmington Hills,Michigan,2017,54880,30.98521163954629,68577.73206134942
Fayetteville,Arkansas,2013,46580,22.532595360249832,40795.34248496994
Fayetteville,Arkansas,2014,46580,23.405473704286464,40943.984815365024
Fayetteville,Arkansas,2015,46580,24.82967132271307,39579.707707597176
Fayetteville,Arkansas,2016,46580,22.718119090212113,40335.3742275266
Fayetteville,Arkansas,2017,46580,21.76508110078367,43868.808612860055
Fayetteville,North Carolina,2013,45840,22.933020204790637,37532.71602465037
Fayetteville,North Carolina,2014,45840,23.374937343358397,36750.858581532986
Fayetteville,North Carolina,2015,45840,23.311887199784113,34605.550837538234
Fayetteville,North Carolina,2016,45840,24.554073535922264,34786.09300846421
Fayetteville,North Carolina,2017,45840,24.304876536832317,35572.40107920166
Federal Way,Washington,2013,47030,36.9699019191894,47153.37183814732
Federal Way,Washington,2014,47030,41.494623403456046,46631.75865290069
Federal Way,Washington,2015,47030,40.59344374643061,48470.20603677102
Federal Way,Washington,2016,47030,46.66626079764749,50626.70629596307
Federal Way,Washington,2017,47030,44.07968144457221,49376.616084081244
Fishers,Indiana,2016,46556,34.32580751122304,75982.04642309275
Fishers,Indiana,2017,46556,30.608287764009432,85157.41415410386
Fishers town,Indiana,2013,46556,34.5389520590043,73909.33920486395
Fishers town,Indiana,2014,46556,30.997749110535615,70858.22795725802
Fishers town,Indiana,2015,46556,33.30060547348026,82741.26408319536
Flagstaff,Arizona,2013,47240,20.287681386663625,31716.477541759832
Flagstaff,Arizona,2014,47240,19.202534197264217,34055.432811817955
Flagstaff,Arizona,2015,47240,20.34612256752832,34613.74581762355
Flagstaff,Arizona,2016,47240,18.493331683015132,30492.70159739522
Flagstaff,Arizona,2017,47240,19.64521105034357,35952.46317110202
Flint,Michigan,2013,58000,29.95025778810544,25364.911096871256
Flint,Michigan,2014,58000,27.42825498400197,22200.448239550708
Flint,Michigan,2015,58000,29.66121118545205,26798.551133148292
Flint,Michigan,2016,58000,28.093848292004974,26458.242306674896
Flint,Michigan,2017,58000,27.215233137875888,24586.69966616231
Florence-Graham CDP,California,2015,48954,40.01319425524462,25286.74706943192
Florence-Graham CDP,California,2016,48954,41.374058544918086,25343.289237984412
Florence-Graham CDP,California,2017,48954,39.537076923076924,28270.994642114023
Flower Mound town,Texas,2013,52464,34.7035541959696,82815.67856591937
Flower Mound town,Texas,2014,52464,35.62712466686408,78727.11795075456
Flower Mound town,Texas,2015,52464,35.07371204468477,80681.62955683915
Flower Mound town,Texas,2016,52464,34.83034097535525,89120.89963512469
Flower Mound town,Texas,2017,52464,33.43917031183858,89547.92629979504
Folsom,California,2013,49276,30.18878586897672,81880.9747053624
Folsom,California,2014,49276,29.367518223767807,83762.45938115331
Folsom,California,2015,49276,30.305555555555557,85130.06988276549
Folsom,California,2016,49276,29.242972401869757,87542.28663875628
Folsom,California,2017,49276,33.778318387076254,93026.44972966015
Fontana,California,2013,49360,37.87217622093663,38580.72805105527
Fontana,California,2014,49360,38.97768851030878,41839.337161754636
Fontana,California,2015,49360,41.093857841116545,37579.55245788691
Fontana,California,2016,49360,39.64608930176806,42901.20755912362
Fontana,California,2017,49360,43.380928097909226,46894.45594918951
Fort Collins,Colorado,2013,54850,22.74160316892691,40562.61346332405
Fort Collins,Colorado,2014,54850,24.515993417500194,38124.88402123345
Fort Collins,Colorado,2015,54850,25.22546056076546,43668.1371002215
Fort Collins,Colorado,2016,54850,24.31410911627124,43523.54962942115
Fort Collins,Colorado,2017,54850,25.31220939144653,44409.33908179236
Fort Lauderdale,Florida,2013,48000,30.737673961405143,50107.91861076462
Fort Lauderdale,Florida,2014,48000,29.704486410871304,52213.0017297623
Fort Lauderdale,Florida,2015,48000,33.13147826974087,50421.55143257327
Fort Lauderdale,Florida,2016,48000,33.59641526299293,53612.31787272513
Fort Lauderdale,Florida,2017,48000,31.87506564885496,52824.53183825005
Fort Myers,Florida,2013,48250,33.196960762077566,31852.151113906453
Fort Myers,Florida,2014,48250,29.531385751520418,34873.76808934867
Fort Myers,Florida,2015,48250,30.658985605732994,37468.43524379585
Fort Myers,Florida,2016,48250,30.100312437678653,37536.45660367053
Fort Myers,Florida,2017,48250,31.66491454748341,43119.34805815372
Fort Smith,Arkansas,2013,49100,19.81291510855612,36293.54821323095
Fort Smith,Arkansas,2014,49100,19.748516320474778,40967.34679447635
Fort Smith,Arkansas,2015,49100,19.432876559714796,34518.6637278078
Fort Smith,Arkansas,2016,49100,19.754136082954677,34889.0854206808
Fort Smith,Arkansas,2017,49100,20.44631854590265,39307.766416860795
Fort Wayne,Indiana,2013,50000,24.37322268377038,36557.67010074876
Fort Wayne,Indiana,2014,50000,24.504902131512956,35387.39548332252
Fort Wayne,Indiana,2015,50000,24.433010029375467,38505.598353569
Fort Wayne,Indiana,2016,50000,25.087353302255302,39993.58151894834
Fort Wayne,Indiana,2017,50000,25.653838593612456,40520.82698496866
Fort Worth,Texas,2013,54000,32.315805953085416,43630.24704491433
Fort Worth,Texas,2014,54000,32.54090801939742,44766.723654304566
Fort Worth,Texas,2015,54000,32.672026661222716,46263.60003581152
Fort Worth,Texas,2016,54000,33.80775560449252,46627.8981092366
Fort Worth,Texas,2017,54000,32.82558567218051,49455.050415748505
Framingham CDP,Massachusetts,2013,49920,34.461382565241536,50812.24930797499
Framingham CDP,Massachusetts,2014,49920,34.37080139765555,54756.071282001176
Framingham CDP,Massachusetts,2015,49920,39.76827728971019,57838.07599320731
Framingham CDP,Massachusetts,2016,49920,36.477653853286355,61933.11553277843
Framingham CDP,Massachusetts,2017,49920,39.3325927900708,67258.40934324659
Franklin,Tennessee,2013,55480,31.03682890721774,62553.74043966393
Franklin,Tennessee,2014,55480,28.024849494043806,67595.84117981448
Franklin,Tennessee,2015,55480,30.423201813503248,73592.71444060034
Franklin,Tennessee,2016,55480,28.975515904685896,70347.49091543561
Franklin,Tennessee,2017,55480,29.03680694549141,68554.00664806661
Frederick,Maryland,2013,60650,40.13003365789157,55818.84587949415
Frederick,Maryland,2014,60650,37.799572139027035,55535.15406636628
Frederick,Maryland,2015,60650,40.188949213889835,50030.074589966236
Frederick,Maryland,2016,60650,35.86934262839715,51923.826157759606
Frederick,Maryland,2017,60650,45.558853039024136,60349.363377081114
Fremont,California,2013,52000,38.56014358243082,87542.61780602668
Fremont,California,2014,52000,42.119195388200666,82570.762454998
Fremont,California,2015,52000,43.10184304552348,88975.25857574429
Fremont,California,2016,52000,42.758885182169216,93927.58806429688
Fremont,California,2017,52000,43.38325730044589,96424.35565892585
Fresno,California,2013,54000,25.715194268996253,35947.73050919695
Fresno,California,2014,54000,25.65163608189431,36382.16999553427
Fresno,California,2015,54000,26.088409863901955,37804.354738923954
Fresno,California,2016,54000,25.498762313969753,40884.728511162626
Fresno,California,2017,54000,27.114673242909987,41622.1561061896
Frisco,Texas,2013,55368,35.252930817610064,78846.27580820523
Frisco,Texas,2014,55368,36.79641575933035,90888.25610564118
Frisco,Texas,2015,55368,36.910174575098054,90255.60452895673
Frisco,Texas,2016,55368,37.675900477361495,96410.5120606032
Frisco,Texas,2017,55368,37.10371323867442,90825.28542726749
Fullerton,California,2013,56000,35.78978964857833,48615.162023922996
Fullerton,California,2014,56000,35.34800451932343,47664.60917321829
Fullerton,California,2015,56000,35.504382854815105,51489.532134563065
Fullerton,California,2016,56000,38.39989482382992,51199.93543044232
Fullerton,California,2017,56000,38.12243076971244,57282.168890081695
Gainesville,Florida,2013,50350,20.012631848344697,25809.70456931322
Gainesville,Florida,2014,50350,20.87539113851395,30969.497261563476
Gainesville,Florida,2015,50350,22.993340293027106,31163.325918240298
Gainesville,Florida,2016,50350,22.17313803283004,30495.991189244516
Gainesville,Florida,2017,50350,23.619486208501147,32056.54859462836
Gaithersburg,Maryland,2013,62350,41.21448485616525,67717.55700465683
Gaithersburg,Maryland,2014,62350,43.57466458095181,58774.53393676631
Gaithersburg,Maryland,2015,62350,39.62654605354999,66337.9944602412
Gaithersburg,Maryland,2016,62350,39.98261685965461,61467.587637181336
Gaithersburg,Maryland,2017,62350,42.01255813953488,65042.0140178064
Garden Grove,California,2013,58000,32.4705106535546,37273.54979919223
Garden Grove,California,2014,58000,32.65090775527337,38939.23664055089
Garden Grove,California,2015,58000,33.52144277193979,39882.32125863733
Garden Grove,California,2016,58000,35.80505363011472,44067.42762096774
Garden Grove,California,2017,58000,36.035539760106616,45173.5068498343
Garland,Texas,2013,58000,34.143709379228845,35414.326864778945
Garland,Texas,2014,58000,34.91173878051585,38407.656288450664
Garland,Texas,2015,58000,34.44596379735085,37597.322827621516
Garland,Texas,2016,58000,36.355097344974894,39474.674786830794
Garland,Texas,2017,58000,34.112434136455754,40901.86838839589
Gary,Indiana,2013,54000,30.35760472308125,30139.802985870436
Gary,Indiana,2014,54000,32.02957519268686,26880.202430272988
Gary,Indiana,2015,54000,31.734591542622496,32831.13573736222
Gary,Indiana,2016,54000,35.61976672805402,30756.85099166724
Gary,Indiana,2017,54000,33.33375273967043,32103.531087645908
Gastonia,North Carolina,2013,51160,28.064416012161136,36215.7963960462
Gastonia,North Carolina,2014,51160,25.397511234013134,36122.6880455834
Gastonia,North Carolina,2015,51160,28.564208833353952,40756.680176162336
Gastonia,North Carolina,2016,51160,29.902406177051535,40662.9491832561
Gastonia,North Carolina,2017,51160,32.7815735289853,39259.304569345964
Georgetown,Texas,2016,58672,36.958147597820705,60200.054035520814
Georgetown,Texas,2017,58672,33.64549061750847,52314.00716711291
Germantown CDP,Maryland,2013,64050,46.52816091954023,61800.16304642219
Germantown CDP,Maryland,2014,64050,42.67524774774775,68833.4069358219
Germantown CDP,Maryland,2015,64050,46.17173611111111,72833.81127624933
Germantown CDP,Maryland,2016,64050,45.58846011856935,69736.82387446292
Germantown CDP,Maryland,2017,64050,43.602574742815236,65800.64326846536
Gilbert town,Arizona,2013,54800,32.49485340137692,59810.11419607843
Gilbert town,Arizona,2014,54800,33.19575163086562,59758.991510443695
Gilbert town,Arizona,2015,54800,34.328778964638225,59297.733058380414
Gilbert town,Arizona,2016,54800,32.595097219002305,65046.146789749015
Gilbert town,Arizona,2017,54800,34.47780621443585,62695.315962543886
Glen Burnie CDP,Maryland,2013,65300,32.741011617747,46301.979710386615
Glen Burnie CDP,Maryland,2014,65300,31.79720900911227,47219.73973832068
Glen Burnie CDP,Maryland,2015,65300,37.76928949079703,52299.825891838445
Glen Burnie CDP,Maryland,2016,65300,31.852555571286988,47330.50517576858
Glen Burnie CDP,Maryland,2017,65300,34.67410726634028,49780.94122349062
Glendale,Arizona,2013,55640,32.99494653103808,37533.5518515808
Glendale,Arizona,2014,55640,33.98336619426804,40531.83832542818
Glendale,Arizona,2015,55640,32.68493231544152,38945.20148838386
Glendale,Arizona,2016,55640,34.4272613927939,40636.768881181146
Glendale,Arizona,2017,55640,35.17888911586102,43144.04255855251
Glendale,California,2013,60000,34.671160419790105,49627.70560084722
Glendale,California,2014,60000,34.241941309255076,50844.07667610596
Glendale,California,2015,60000,34.33114944624219,54829.20321472781
Glendale,California,2016,60000,36.99701371437587,60409.09697125496
Glendale,California,2017,60000,35.195917957192144,59572.94394653555
Goodyear,Arizona,2013,56760,33.21708590761989,51689.26118856585
Goodyear,Arizona,2014,56760,34.85250016088551,46308.35272172291
Goodyear,Arizona,2015,56760,36.34726033733156,56015.80472854641
Goodyear,Arizona,2016,56760,36.44787459785064,50255.231485899065
Goodyear,Arizona,2017,56760,37.083454618648005,55711.25106613661
Grand Prairie,Texas,2013,60928,31.175787867501292,43706.63570354733
Grand Prairie,Texas,2014,60928,33.46224519092736,43545.92209348782
Grand Prairie,Texas,2015,60928,34.062359349010144,43241.62138750443
Grand Prairie,Texas,2016,60928,36.29747419186363,43814.022844447965
Grand Prairie,Texas,2017,60928,36.43774747030356,47708.94926062312
Grand Rapids,Michigan,2013,68000,24.164169666309952,32079.926925166706
Grand Rapids,Michigan,2014,68000,24.78487596390855,32475.20431615405
Grand Rapids,Michigan,2015,68000,23.645065487255092,34443.217480760024
Grand Rapids,Michigan,2016,68000,23.396156461838842,34234.79961015413
Grand Rapids,Michigan,2017,68000,23.000945883394714,35470.0023803537
Greeley,Colorado,2013,64310,27.41701872359573,35688.06160401851
Greeley,Colorado,2014,64310,26.116770244381105,36280.11487451341
Greeley,Colorado,2015,64310,27.56518499545952,38850.95298191612
Greeley,Colorado,2016,64310,29.34767017056279,38656.86744432661
Greeley,Colorado,2017,64310,30.314228287316197,37563.00529068247
Green Bay,Wisconsin,2013,62000,22.167737389646454,35104.359971858874
Green Bay,Wisconsin,2014,62000,25.092154805258936,35246.8960339054
Green Bay,Wisconsin,2015,62000,22.455208985597995,33963.341745450845
Green Bay,Wisconsin,2016,62000,22.82729716611283,35272.34641649015
Green Bay,Wisconsin,2017,62000,21.118610759433874,37038.37910367803
Greensboro,North Carolina,2013,56000,24.865522636001483,40405.337166929334
Greensboro,North Carolina,2014,56000,25.73095288025681,40256.22340582976
Greensboro,North Carolina,2015,56000,25.305023357111292,40647.09979040132
Greensboro,North Carolina,2016,56000,24.376688990717895,40665.1822947737
Greensboro,North Carolina,2017,56000,25.670522396617763,43028.73854297654
Greenville,North Carolina,2013,56160,20.317033931357255,34199.932934756915
Greenville,North Carolina,2014,56160,23.04742343218279,30884.048192295548
Greenville,North Carolina,2015,56160,22.196910821837964,35325.29120911853
Greenville,North Carolina,2016,56160,22.56563974465723,37214.01343328943
Greenville,North Carolina,2017,56160,26.443948968641944,38219.04972631409
Greenville,South Carolina,2016,61700,20.728028395473714,52761.876309188236
Greenville,South Carolina,2017,61700,25.814335765654224,52169.83986286849
Gresham,Oregon,2013,62500,33.99528373320641,35655.61172266418
Gresham,Oregon,2014,62500,36.106017385054244,33259.389847153776
Gresham,Oregon,2015,62500,36.91298501354433,34367.25006720204
Gresham,Oregon,2016,62500,35.355489142036525,41125.2094423163
Gresham,Oregon,2017,62500,38.61865903416357,41270.779951014076
Guaynabo zona urbana,Puerto Rico,2013,65044,32.45018103328227,49345.1719292804
Guaynabo zona urbana,Puerto Rico,2014,65044,32.63837716214316,47402.724811825516
Guaynabo zona urbana,Puerto Rico,2015,65044,31.566899007500567,52496.26847561963
Guaynabo zona urbana,Puerto Rico,2016,65044,32.81535438406288,42517.736934976325
Guaynabo zona urbana,Puerto Rico,2017,65044,32.142481532490294,36112.450322035686
Gulfport,Mississippi,2013,59400,24.56989420719907,30601.432972432973
Gulfport,Mississippi,2014,59400,25.984753587917396,31427.707124928176
Gulfport,Mississippi,2015,59400,27.509021423584315,33999.49706378365
Gulfport,Mississippi,2016,59400,24.861385507615832,33065.84859823369
Gulfport,Mississippi,2017,59400,24.743292436294997,34876.78906118558
Hammond,Indiana,2013,62000,31.339968325932368,31624.547068560445
Hammond,Indiana,2014,62000,32.79535239870826,35106.63617151438
Hammond,Indiana,2015,62000,33.387628739578226,36734.78363896166
Hammond,Indiana,2016,62000,33.99907715023994,34158.24799872344
Hammond,Indiana,2017,62000,32.419655060201755,35981.173907584125
Hampton,Virginia,2013,70000,27.417891097666377,37807.77200349229
Hampton,Virginia,2014,70000,27.807801585432856,36468.42622060986
Hampton,Virginia,2015,70000,26.57478216462928,38327.8552786365
Hampton,Virginia,2016,70000,27.250287279424498,40781.02896864198
Hampton,Virginia,2017,70000,29.414355316371047,42728.70794376762
Harlingen,Texas,2013,64744,19.70539137186393,35769.09343970127
Harlingen,Texas,2014,64744,20.545716154349247,35019.31111238708
Harlingen,Texas,2015,64744,21.54851141320459,35768.146694597905
Harlingen,Texas,2016,64744,21.945987961892612,31329.8791212593
Harlingen,Texas,2017,64744,21.788972246513556,31795.656151243635
Hartford,Connecticut,2013,74000,28.29139195410276,29926.71881359563
Hartford,Connecticut,2014,74000,27.627406666956407,31406.49856776325
Hartford,Connecticut,2015,74000,30.123630869948382,31274.435239457987
Hartford,Connecticut,2016,74000,29.078481170764203,35630.26443310521
Hartford,Connecticut,2017,74000,27.757353745215966,33864.6381748305
Hawthorne,California,2013,65096,32.26391040455088,34958.91245296971
Hawthorne,California,2014,65096,34.72680587180854,36993.373798539025
Hawthorne,California,2015,65096,35.35271404728097,37435.81931840654
Hawthorne,California,2016,65096,36.416517368368666,38797.78110517329
Hawthorne,California,2017,65096,38.34593482318036,41402.26147910378
Hayward,California,2013,66000,37.632186746462914,43813.09683660818
Hayward,California,2014,66000,38.91294241658446,48979.323082235
Hayward,California,2015,66000,41.0679938920741,49352.295435699605
Hayward,California,2016,66000,41.3740821094793,50761.95684583082
Hayward,California,2017,66000,43.05632728570965,55230.40170236134
Hemet,California,2013,66364,41.979285897326385,31895.920264940843
Hemet,California,2014,66364,42.507838983050846,25807.600854844117
Hemet,California,2015,66364,40.07607699358387,33512.562079139185
Hemet,California,2016,66364,41.633878005756195,36839.426799053326
Hemet,California,2017,66364,40.26308438694502,36142.38943825579
Henderson,Nevada,2013,63800,28.266630441242647,50580.01177161153
Henderson,Nevada,2014,63800,27.337922271321972,52566.633006869015
Henderson,Nevada,2015,63800,27.760877051083902,54722.70801858585
Henderson,Nevada,2016,63800,27.603562199607754,55093.028795628845
Henderson,Nevada,2017,63800,27.14365075761016,61481.35624326814
Hesperia,California,2013,66868,43.8451836554064,36415.33542683653
Hesperia,California,2014,66868,42.17111103910832,37277.603481176564
Hesperia,California,2015,66868,46.93405146214628,36293.44152660072
