State,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
Minnesota,Female,46164.0,165929.0,202829.0,209757.0,190927.0,89007.0,151901.0,36896.0,49575.0,79051.0,43017.0,13673.0,2014
Mississippi,Female,18875.0,68959.0,99100.0,99838.0,82289.0,33389.0,72051.0,13161.0,15381.0,34398.0,16420.0,7065.0,2014
Missouri,Female,46601.0,162480.0,201633.0,216499.0,202210.0,87314.0,159716.0,36370.0,39410.0,78643.0,32862.0,15327.0,2014
Montana,Female,14729.0,42978.0,47948.0,44315.0,23241.0,7896.0,14618.0,2129.0,3390.0,6299.0,3062.0,2092.0,2014
Nebraska,Female,28548.0,81441.0,83196.0,79583.0,60559.0,25639.0,36558.0,6815.0,7798.0,14950.0,7127.0,3447.0,2014
Nevada,Female,14356.0,54036.0,79350.0,95455.0,108673.0,48526.0,90119.0,12363.0,16550.0,22920.0,13766.0,8950.0,2014
New Hampshire,Female,11594.0,40990.0,42609.0,44829.0,39692.0,20917.0,41066.0,9921.0,13648.0,21164.0,14349.0,6667.0,2014
New Jersey,Female,46524.0,171847.0,256770.0,268755.0,267797.0,121439.0,250335.0,53770.0,88071.0,166319.0,169502.0,70296.0,2014
New Mexico,Female,13938.0,56924.0,73962.0,73012.0,57006.0,20276.0,41098.0,7504.0,8847.0,20043.0,9508.0,5327.0,2014
New York,Female,106457.0,333188.0,472824.0,528817.0,526480.0,228674.0,600568.0,126135.0,213760.0,450029.0,453334.0,206666.0,2014
North Carolina,Female,49650.0,216061.0,324309.0,363432.0,329933.0,148363.0,252039.0,55371.0,59206.0,121373.0,63175.0,23733.0,2014
North Dakota,Female,15615.0,37150.0,37677.0,30699.0,19863.0,4669.0,8898.0,1611.0,1860.0,3844.0,3137.0,1906.0,2014
Ohio,Female,85883.0,302328.0,378325.0,419923.0,404382.0,199354.0,289919.0,73885.0,77522.0,136638.0,67383.0,25091.0,2014
Oklahoma,Female,34138.0,117270.0,139457.0,138473.0,117885.0,46506.0,86702.0,14456.0,16368.0,34010.0,15374.0,6514.0,2014
Oregon,Female,33852.0,103997.0,124375.0,134934.0,123870.0,46767.0,87013.0,17077.0,23694.0,44994.0,27684.0,10247.0,2014
Pennsylvania,Female,91334.0,294935.0,406636.0,430464.0,402634.0,180344.0,341426.0,81687.0,111498.0,203869.0,136712.0,54070.0,2014
Rhode Island,Female,6151.0,27517.0,39265.0,42487.0,39336.0,15701.0,29791.0,5561.0,8227.0,12057.0,7422.0,3548.0,2014
South Carolina,Female,28050.0,99956.0,151026.0,170330.0,162109.0,66628.0,132028.0,30799.0,28274.0,61255.0,30535.0,13696.0,2014
South Dakota,Female,15786.0,40516.0,40940.0,34482.0,24368.0,10294.0,13051.0,1924.0,2432.0,4602.0,3180.0,1534.0,2014
Tennessee,Female,35061.0,134664.0,205302.0,221243.0,214366.0,92966.0,169300.0,38011.0,42234.0,91616.0,48445.0,15732.0,2014
Texas,Female,160845.0,583504.0,792845.0,892352.0,789873.0,323885.0,731167.0,134670.0,165636.0,402577.0,241962.0,73656.0,2014
Utah,Female,26648.0,85563.0,102316.0,100976.0,87323.0,33460.0,52723.0,9959.0,11970.0,23109.0,11517.0,5719.0,2014
Vermont,Female,7227.0,19517.0,21810.0,21818.0,20928.0,10949.0,18355.0,4114.0,4031.0,8358.0,3321.0,2053.0,2014
Virginia,Female,41369.0,166062.0,231632.0,293451.0,286496.0,127525.0,247770.0,60204.0,71956.0,148362.0,109029.0,42991.0,2014
Washington,Female,46214.0,151161.0,207991.0,222462.0,205656.0,92567.0,185559.0,43338.0,55626.0,107797.0,76333.0,28135.0,2014
West Virginia,Female,13082.0,43722.0,55069.0,61410.0,49105.0,20145.0,36120.0,8502.0,9393.0,20558.0,11113.0,5827.0,2014
Wisconsin,Female,58190.0,194061.0,230910.0,224996.0,196395.0,90355.0,135459.0,33139.0,40061.0,66703.0,34398.0,16219.0,2014
Wyoming,Female,11248.0,33293.0,29109.0,20680.0,10395.0,3718.0,8008.0,1300.0,1064.0,2912.0,1858.0,2009.0,2014
Puerto Rico,Female,6359.0,31413.0,51855.0,69529.0,67117.0,21637.0,80742.0,9816.0,23676.0,37465.0,43615.0,17364.0,2014
Alabama,Male,29728.0,91480.0,134267.0,168442.0,156266.0,65304.0,153361.0,30787.0,31254.0,87075.0,53389.0,24945.0,2015
Alaska,Male,15077.0,33205.0,38686.0,35147.0,26552.0,8866.0,13752.0,1885.0,4337.0,6235.0,7027.0,6010.0,2015
Arizona,Male,33578.0,131458.0,185503.0,221528.0,232516.0,108003.0,227317.0,44557.0,63177.0,117012.0,77703.0,32915.0,2015
Arkansas,Male,32756.0,81104.0,106079.0,108476.0,90070.0,32765.0,79008.0,12470.0,16021.0,39969.0,26222.0,19246.0,2015
California,Male,155109.0,649091.0,1069521.0,1324484.0,1306772.0,536779.0,1427085.0,240175.0,396400.0,839623.0,800932.0,409921.0,2015
Colorado,Male,35988.0,117819.0,176943.0,218989.0,216126.0,91052.0,197661.0,45208.0,54704.0,116569.0,81434.0,35164.0,2015
Connecticut,Male,21247.0,78321.0,113131.0,129079.0,127523.0,55190.0,119872.0,28224.0,34778.0,69971.0,62030.0,36111.0,2015
Delaware,Male,5988.0,19016.0,31154.0,33725.0,34393.0,15432.0,27064.0,3081.0,7170.0,16223.0,13057.0,8193.0,2015
District of Columbia,Male,2760.0,8020.0,12384.0,18244.0,26381.0,11988.0,33672.0,9270.0,9322.0,21347.0,9715.0,3164.0,2015
Florida,Male,73258.0,292115.0,486171.0,634656.0,712175.0,293254.0,771678.0,143844.0,177751.0,408484.0,274302.0,116966.0,2015
Georgia,Male,52078.0,162317.0,259582.0,329239.0,317750.0,135811.0,340427.0,74558.0,89690.0,229215.0,191155.0,77303.0,2015
Hawaii,Male,8906.0,33605.0,43738.0,53388.0,53104.0,18657.0,65592.0,10046.0,14824.0,33520.0,27093.0,9766.0,2015
Idaho,Male,23147.0,54874.0,65177.0,62039.0,55483.0,19470.0,34464.0,7391.0,9886.0,21792.0,13198.0,7525.0,2015
Illinois,Male,78115.0,254694.0,340146.0,383459.0,381132.0,183078.0,432950.0,102318.0,162088.0,344819.0,302818.0,107174.0,2015
Indiana,Male,55940.0,169865.0,215058.0,252926.0,232716.0,114332.0,196221.0,47009.0,54948.0,118759.0,74325.0,33574.0,2015
Iowa,Male,55263.0,131845.0,141926.0,134465.0,113232.0,45233.0,78938.0,14436.0,16684.0,32021.0,21026.0,12961.0,2015
Kansas,Male,45451.0,115009.0,131802.0,127130.0,100627.0,41420.0,72525.0,16591.0,16163.0,30555.0,20575.0,10668.0,2015
Kentucky,Male,38040.0,95644.0,141386.0,156336.0,150152.0,65427.0,128909.0,30191.0,32227.0,64767.0,42601.0,25990.0,2015
Louisiana,Male,31967.0,97830.0,130273.0,169488.0,152797.0,51919.0,150031.0,23676.0,27719.0,72859.0,62257.0,45485.0,2015
Maine,Male,14812.0,37048.0,44233.0,45971.0,38814.0,18650.0,35568.0,8359.0,11824.0,25019.0,16218.0,9502.0,2015
Maryland,Male,27075.0,78273.0,138309.0,162062.0,182330.0,84728.0,229266.0,56364.0,84123.0,187156.0,177054.0,69970.0,2015
Massachusetts,Male,42708.0,124051.0,186027.0,202915.0,204760.0,94226.0,247458.0,56720.0,83300.0,193531.0,174561.0,62426.0,2015
Michigan,Male,66148.0,215077.0,315852.0,348836.0,333675.0,154052.0,285408.0,74660.0,92495.0,184806.0,113276.0,52671.0,2015
Minnesota,Male,55618.0,157193.0,197745.0,215794.0,200549.0,99276.0,185539.0,47885.0,56524.0,103310.0,61543.0,30175.0,2015
Mississippi,Male,20469.0,64251.0,86841.0,95321.0,86784.0,33562.0,88778.0,16076.0,20460.0,40309.0,31015.0,23590.0,2015
Missouri,Male,48137.0,151080.0,190672.0,215033.0,213785.0,97790.0,198196.0,41595.0,51598.0,108262.0,63246.0,31210.0,2015
Montana,Male,18506.0,41113.0,54099.0,49923.0,28174.0,8117.0,16961.0,2968.0,3006.0,8001.0,6476.0,5276.0,2015
Nebraska,Male,33484.0,79816.0,89646.0,93320.0,70078.0,30172.0,47971.0,7444.0,9387.0,17251.0,11352.0,6253.0,2015
Nevada,Male,13723.0,51149.0,84327.0,121509.0,128032.0,55953.0,123744.0,16109.0,22058.0,32074.0,24760.0,15918.0,2015
New Hampshire,Male,9945.0,32244.0,43160.0,41206.0,46056.0,19412.0,42274.0,10448.0,16000.0,32035.0,31391.0,16452.0,2015
New Jersey,Male,43778.0,144822.0,231841.0,251178.0,279238.0,135658.0,297020.0,66415.0,108370.0,225381.0,251342.0,138728.0,2015
New Mexico,Male,14305.0,52353.0,74092.0,82941.0,67643.0,22756.0,56044.0,8755.0,10649.0,27143.0,17773.0,11329.0,2015
New York,Male,110425.0,306963.0,455575.0,516074.0,567152.0,245891.0,654080.0,139717.0,238803.0,513402.0,596972.0,271750.0,2015
North Carolina,Male,72083.0,204911.0,319489.0,380870.0,337875.0,156730.0,317736.0,72068.0,81093.0,172936.0,103265.0,58735.0,2015
North Dakota,Male,17361.0,47533.0,44934.0,42948.0,22147.0,7423.0,10229.0,1732.0,2040.0,5383.0,7039.0,5780.0,2015
Ohio,Male,93722.0,269357.0,362590.0,425418.0,417277.0,223388.0,354002.0,95780.0,102021.0,186415.0,109645.0,58214.0,2015
Oklahoma,Male,35666.0,108036.0,144572.0,155526.0,144619.0,53537.0,115772.0,22809.0,21993.0,48152.0,30491.0,20083.0,2015
Oregon,Male,34643.0,98564.0,139582.0,141031.0,129674.0,61052.0,112834.0,24412.0,37225.0,67241.0,45864.0,19292.0,2015
Pennsylvania,Male,96366.0,279405.0,374690.0,399514.0,413767.0,193240.0,398782.0,101353.0,124234.0,279614.0,216051.0,109916.0,2015
Rhode Island,Male,6973.0,23778.0,33913.0,37974.0,41054.0,18110.0,32173.0,7557.0,10896.0,17796.0,13579.0,8907.0,2015
South Carolina,Male,37392.0,93604.0,143169.0,168325.0,168408.0,74713.0,159666.0,37591.0,37038.0,86727.0,46256.0,23549.0,2015
South Dakota,Male,18838.0,40314.0,44702.0,43894.0,24752.0,8866.0,13687.0,1803.0,2508.0,7609.0,4670.0,3918.0,2015
Tennessee,Male,40733.0,133531.0,190247.0,231326.0,245325.0,103661.0,218661.0,45169.0,53393.0,121165.0,79953.0,30693.0,2015
Texas,Male,166295.0,570426.0,825923.0,969746.0,934438.0,364824.0,1043816.0,194798.0,265308.0,606342.0,459240.0,201211.0,2015
Utah,Male,26582.0,87105.0,120350.0,130371.0,121264.0,48146.0,90372.0,17854.0,21126.0,46353.0,26709.0,14537.0,2015
Vermont,Male,8572.0,19071.0,22370.0,22555.0,21419.0,10051.0,16096.0,5115.0,5774.0,10739.0,7983.0,3381.0,2015
Virginia,Male,47830.0,152200.0,227931.0,291945.0,296061.0,132733.0,304460.0,76915.0,86736.0,211727.0,175768.0,75100.0,2015
Washington,Male,43751.0,150692.0,213635.0,254332.0,247708.0,112566.0,237706.0,57183.0,77526.0,154642.0,131234.0,62090.0,2015
West Virginia,Male,13646.0,40461.0,50364.0,51370.0,49215.0,20537.0,44528.0,11307.0,11296.0,31995.0,29278.0,17693.0,2015
Wisconsin,Male,63792.0,186019.0,239403.0,228064.0,207832.0,96520.0,162260.0,41892.0,48494.0,96890.0,55468.0,30684.0,2015
Wyoming,Male,13449.0,29338.0,32826.0,26332.0,11031.0,3028.0,9121.0,2458.0,1927.0,6466.0,6253.0,7970.0,2015
Puerto Rico,Male,11591.0,35634.0,63869.0,73806.0,69290.0,22088.0,86072.0,9497.0,24869.0,43555.0,50193.0,20017.0,2015
Alabama,Female,20960.0,90071.0,150611.0,156897.0,149394.0,65414.0,137574.0,22898.0,25476.0,62687.0,30091.0,9595.0,2015
Alaska,Female,11873.0,27754.0,29695.0,29251.0,24542.0,6697.0,9868.0,2288.0,1243.0,3406.0,2683.0,901.0,2015
Arizona,Female,35961.0,135854.0,178811.0,204111.0,197927.0,90234.0,171794.0,36071.0,48830.0,97866.0,50160.0,17160.0,2015
Arkansas,Female,26408.0,87674.0,108315.0,98173.0,85406.0,30993.0,57906.0,10091.0,14441.0,28553.0,16846.0,5926.0,2015
California,Female,145232.0,653156.0,1008895.0,1189656.0,1104351.0,438269.0,1087668.0,191093.0,305873.0,623715.0,534904.0,225103.0,2015
Colorado,Female,37459.0,127747.0,163964.0,188674.0,177298.0,84157.0,147971.0,32632.0,42253.0,86378.0,51355.0,17919.0,2015
Connecticut,Female,19247.0,83968.0,135216.0,138934.0,129446.0,53434.0,95897.0,21595.0,28634.0,49786.0,35641.0,20967.0,2015
Delaware,Female,3123.0,17895.0,31538.0,34380.0,38066.0,12637.0,28604.0,5370.0,7238.0,14143.0,8926.0,3889.0,2015
District of Columbia,Female,1885.0,6087.0,13450.0,21102.0,27538.0,12714.0,34267.0,8362.0,10812.0,19403.0,12005.0,2729.0,2015
Florida,Female,69737.0,318213.0,518897.0,647807.0,665572.0,250697.0,648317.0,119757.0,155562.0,335570.0,197081.0,74931.0,2015
Georgia,Female,46757.0,170455.0,286981.0,339538.0,313697.0,129948.0,288628.0,63536.0,74192.0,175419.0,125751.0,49248.0,2015
Hawaii,Female,6038.0,27196.0,40587.0,44048.0,41307.0,13559.0,47551.0,6539.0,13000.0,27246.0,25795.0,7193.0,2015
Idaho,Female,17292.0,56355.0,60007.0,54235.0,41761.0,19455.0,29070.0,4727.0,7238.0,14383.0,7387.0,3318.0,2015
Illinois,Female,78430.0,286021.0,363331.0,384278.0,363093.0,169522.0,353456.0,89652.0,126266.0,256091.0,212433.0,71030.0,2015
Indiana,Female,48127.0,181809.0,229453.0,253660.0,215677.0,91881.0,150620.0,39543.0,41823.0,73204.0,43993.0,18959.0,2015
Iowa,Female,52467.0,129805.0,135635.0,125266.0,98596.0,42834.0,57590.0,13956.0,13675.0,22746.0,13213.0,6767.0,2015
Kansas,Female,43442.0,113058.0,117910.0,109098.0,92282.0,34385.0,56697.0,10665.0,13007.0,21757.0,9262.0,4410.0,2015
Kentucky,Female,33941.0,110122.0,139008.0,158640.0,134231.0,56245.0,103343.0,25048.0,25510.0,46740.0,23360.0,10953.0,2015
Louisiana,Female,33509.0,110983.0,153997.0,166612.0,150873.0,58766.0,124270.0,21143.0,19155.0,55221.0,33857.0,12790.0,2015
Maine,Female,13417.0,38213.0,48569.0,51044.0,41143.0,19839.0,30529.0,8647.0,9179.0,21018.0,7897.0,4270.0,2015
Maryland,Female,21234.0,87861.0,151653.0,181706.0,181911.0,85958.0,202546.0,49620.0,70426.0,169228.0,134028.0,56425.0,2015
Massachusetts,Female,42090.0,148370.0,208229.0,226782.0,209484.0,88085.0,225363.0,46987.0,74978.0,153451.0,139723.0,50283.0,2015
Michigan,Female,66669.0,240234.0,317605.0,339793.0,318677.0,140692.0,242597.0,62026.0,70982.0,133363.0,66047.0,25995.0,2015
Minnesota,Female,46811.0,173510.0,198380.0,208269.0,200280.0,91275.0,157593.0,37550.0,46297.0,79716.0,38549.0,14267.0,2015
Mississippi,Female,16778.0,66417.0,100139.0,100792.0,86343.0,35991.0,69502.0,13040.0,15866.0,30769.0,18528.0,7171.0,2015
Missouri,Female,42925.0,162275.0,209642.0,224304.0,199427.0,90343.0,167982.0,37085.0,41083.0,81802.0,32503.0,16382.0,2015
Montana,Female,14945.0,40375.0,45801.0,43291.0,28466.0,7870.0,15234.0,2118.0,2774.0,5521.0,4040.0,1879.0,2015
Nebraska,Female,26331.0,81649.0,85275.0,78464.0,66682.0,24458.0,37965.0,6852.0,7876.0,13961.0,6730.0,3259.0,2015
Nevada,Female,12622.0,50859.0,75704.0,94534.0,112589.0,49492.0,99056.0,13924.0,17745.0,27038.0,12824.0,11140.0,2015
New Hampshire,Female,11939.0,37407.0,49134.0,44815.0,44711.0,18507.0,37220.0,9107.0,12034.0,22924.0,15903.0,6566.0,2015
New Jersey,Female,41300.0,164060.0,261403.0,263795.0,270431.0,126811.0,260752.0,59979.0,84266.0,167094.0,163214.0,73253.0,2015
New Mexico,Female,14504.0,57863.0,74236.0,73603.0,58263.0,20513.0,43986.0,6793.0,10412.0,16758.0,8101.0,4269.0,2015
New York,Female,88642.0,348009.0,478748.0,507561.0,535574.0,228654.0,599035.0,122068.0,221611.0,451581.0,486238.0,224268.0,2015
North Carolina,Female,52899.0,207607.0,321296.0,375236.0,327774.0,146018.0,253050.0,58991.0,56841.0,128688.0,64427.0,26638.0,2015
North Dakota,Female,15699.0,37850.0,38339.0,35082.0,20124.0,4845.0,8566.0,1380.0,2601.0,3460.0,2324.0,1243.0,2015
Ohio,Female,88354.0,300259.0,390282.0,425790.0,403330.0,190962.0,297132.0,77136.0,86097.0,132523.0,63781.0,27540.0,2015
Oklahoma,Female,35020.0,120490.0,135405.0,137227.0,117614.0,47136.0,89912.0,17369.0,16124.0,33631.0,16122.0,7268.0,2015
Oregon,Female,31655.0,104120.0,137005.0,133094.0,118590.0,53025.0,92620.0,19290.0,28647.0,51551.0,29772.0,12439.0,2015
Pennsylvania,Female,87552.0,290627.0,397996.0,421915.0,399645.0,180991.0,352288.0,84937.0,102799.0,217461.0,146505.0,55931.0,2015
Rhode Island,Female,5977.0,28537.0,38789.0,38130.0,42442.0,16211.0,27846.0,7005.0,8254.0,14220.0,7652.0,5122.0,2015
South Carolina,Female,29866.0,98139.0,151710.0,175083.0,155837.0,70221.0,136974.0,30005.0,30358.0,65857.0,34002.0,10178.0,2015
South Dakota,Female,14557.0,43079.0,36625.0,36262.0,26004.0,8458.0,11698.0,1801.0,3115.0,4779.0,2767.0,1192.0,2015
Tennessee,Female,36280.0,136744.0,199637.0,235961.0,217752.0,93985.0,173281.0,38968.0,47353.0,98166.0,52586.0,18087.0,2015
Texas,Female,142651.0,583505.0,814849.0,900335.0,794391.0,308504.0,771796.0,134432.0,186503.0,424748.0,261872.0,81817.0,2015
Utah,Female,28911.0,87340.0,101707.0,102218.0,94718.0,36009.0,55433.0,9351.0,9445.0,24242.0,12382.0,5075.0,2015
Vermont,Female,7309.0,18624.0,24581.0,24974.0,21896.0,8752.0,17352.0,4858.0,3820.0,9630.0,4014.0,1846.0,2015
Virginia,Female,39539.0,155746.0,245877.0,296389.0,283709.0,131636.0,249972.0,56553.0,76639.0,152593.0,115435.0,41881.0,2015
Washington,Female,45859.0,149546.0,196563.0,234805.0,209108.0,93385.0,182869.0,45769.0,58394.0,108193.0,81160.0,31796.0,2015
West Virginia,Female,13057.0,44652.0,54345.0,55858.0,50577.0,22593.0,33997.0,7690.0,7588.0,20005.0,10097.0,6102.0,2015
Wisconsin,Female,57008.0,198859.0,235361.0,230610.0,195675.0,93589.0,139973.0,36149.0,37861.0,65312.0,31272.0,14065.0,2015
Wyoming,Female,12509.0,30549.0,33218.0,19340.0,13402.0,3023.0,5897.0,979.0,1440.0,2593.0,2254.0,1624.0,2015
Puerto Rico,Female,9488.0,29929.0,54197.0,71371.0,67654.0,22840.0,75586.0,11299.0,22607.0,42545.0,44558.0,14574.0,2015
Alabama,Male,26734.0,95330.0,139908.0,158707.0,153389.0,69349.0,159006.0,30221.0,31740.0,90877.0,52308.0,24107.0,2016
Alaska,Male,16881.0,34015.0,35987.0,39600.0,27502.0,7448.0,11552.0,1347.0,2026.0,5796.0,6645.0,3886.0,2016
Arizona,Male,38997.0,133922.0,184474.0,230246.0,234685.0,109337.0,224574.0,45135.0,62663.0,126868.0,88921.0,35146.0,2016
Arkansas,Male,27838.0,85178.0,109880.0,110269.0,88551.0,34828.0,71653.0,15265.0,20826.0,39300.0,24883.0,11656.0,2016
California,Male,151493.0,638504.0,1084630.0,1288788.0,1302363.0,536636.0,1448983.0,256262.0,422892.0,858694.0,842539.0,441559.0,2016
Colorado,Male,41276.0,136363.0,174364.0,214089.0,215072.0,98512.0,210190.0,43730.0,54197.0,114960.0,79250.0,31012.0,2016
Connecticut,Male,20661.0,73431.0,123342.0,130333.0,130031.0,58113.0,115341.0,23581.0,37074.0,63633.0,60464.0,37147.0,2016
Delaware,Male,5403.0,13481.0,26567.0,33227.0,36024.0,14220.0,33756.0,5322.0,9557.0,15206.0,14397.0,7210.0,2016
District of Columbia,Male,1389.0,7011.0,12446.0,19554.0,23862.0,14514.0,30252.0,9672.0,10969.0,20879.0,13020.0,3539.0,2016
Florida,Male,76461.0,301858.0,513192.0,642876.0,702946.0,300659.0,777368.0,159278.0,197220.0,421059.0,306886.0,123960.0,2016
Georgia,Male,49596.0,164429.0,267192.0,318360.0,323901.0,134679.0,354897.0,79134.0,96244.0,241600.0,200448.0,85271.0,2016
Hawaii,Male,8861.0,33072.0,45264.0,53661.0,44871.0,21317.0,62549.0,9194.0,17624.0,33410.0,27756.0,10115.0,2016
Idaho,Male,20283.0,53899.0,68153.0,67841.0,56827.0,21510.0,43128.0,10076.0,8501.0,19596.0,11841.0,8688.0,2016
Illinois,Male,74551.0,246348.0,344747.0,381733.0,371840.0,182645.0,437526.0,108544.0,166892.0,348797.0,297907.0,98708.0,2016
Indiana,Male,49776.0,167495.0,233155.0,243273.0,232042.0,106576.0,197114.0,56507.0,59719.0,115788.0,74006.0,36610.0,2016
Iowa,Male,52032.0,129986.0,143468.0,134380.0,110875.0,49296.0,74871.0,17901.0,17854.0,33599.0,19918.0,12935.0,2016
Kansas,Male,41611.0,113900.0,121937.0,121248.0,113953.0,41964.0,75409.0,15017.0,17671.0,30894.0,20057.0,9942.0,2016
Kentucky,Male,35857.0,102362.0,137267.0,160455.0,146657.0,57732.0,130795.0,28766.0,29865.0,67652.0,46914.0,23329.0,2016
Louisiana,Male,32229.0,92446.0,142153.0,161232.0,140089.0,55575.0,146708.0,20427.0,28219.0,76515.0,59232.0,41929.0,2016
Maine,Male,14954.0,36741.0,45257.0,46084.0,37300.0,20514.0,38450.0,9383.0,11880.0,23814.0,16119.0,8358.0,2016
Maryland,Male,23224.0,76842.0,129372.0,177852.0,185696.0,89946.0,220785.0,55848.0,83872.0,195286.0,177311.0,72565.0,2016
Massachusetts,Male,36097.0,125115.0,185311.0,203815.0,211700.0,99332.0,250192.0,59903.0,83658.0,194565.0,174590.0,67065.0,2016
Michigan,Male,65951.0,213427.0,311425.0,351105.0,329214.0,159047.0,298399.0,75515.0,94985.0,188723.0,115013.0,54206.0,2016
Minnesota,Male,52808.0,165103.0,196931.0,212137.0,208693.0,101950.0,184520.0,46417.0,54627.0,96528.0,65558.0,29528.0,2016
Mississippi,Male,21289.0,65115.0,91246.0,94127.0,86992.0,37662.0,91345.0,13205.0,15307.0,42850.0,27134.0,22396.0,2016
Missouri,Male,51300.0,152712.0,192519.0,217767.0,206012.0,96286.0,198657.0,45099.0,53059.0,101874.0,60196.0,30485.0,2016
Montana,Male,20937.0,40627.0,53830.0,47019.0,29020.0,9008.0,17429.0,2842.0,4653.0,7579.0,6631.0,5161.0,2016
Nebraska,Male,33566.0,76999.0,86508.0,85552.0,78556.0,31593.0,49990.0,8040.0,8403.0,18498.0,9903.0,6929.0,2016
Nevada,Male,14358.0,51622.0,90266.0,116274.0,135442.0,62146.0,120502.0,18359.0,22667.0,32550.0,24230.0,15960.0,2016
New Hampshire,Male,13410.0,32546.0,41143.0,44737.0,46104.0,23285.0,42018.0,11401.0,15625.0,30548.0,27391.0,14817.0,2016
New Jersey,Male,43116.0,147980.0,229708.0,249025.0,272154.0,139341.0,288447.0,69092.0,108874.0,246131.0,265888.0,135036.0,2016
New Mexico,Male,13020.0,56042.0,69679.0,74159.0,70231.0,21738.0,52341.0,8208.0,12268.0,28406.0,19956.0,10878.0,2016
New York,Male,108681.0,300849.0,442389.0,513038.0,551968.0,242130.0,662498.0,144436.0,250051.0,515428.0,608659.0,283806.0,2016
North Carolina,Male,65304.0,208831.0,317008.0,372401.0,355334.0,155529.0,324198.0,80417.0,80786.0,177861.0,107852.0,54129.0,2016
North Dakota,Male,17858.0,36733.0,44114.0,47251.0,21636.0,6785.0,13281.0,1987.0,3637.0,7273.0,5751.0,4845.0,2016
Ohio,Male,91350.0,269315.0,364815.0,431156.0,424110.0,222352.0,353853.0,93808.0,99924.0,192999.0,115603.0,51640.0,2016
Oklahoma,Male,34194.0,111119.0,139809.0,152479.0,133210.0,55560.0,115068.0,22573.0,22775.0,49862.0,31121.0,18133.0,2016
Oregon,Male,30990.0,108629.0,139962.0,153384.0,132835.0,60479.0,120858.0,28330.0,35582.0,71385.0,46795.0,21094.0,2016
Pennsylvania,Male,92184.0,279064.0,366385.0,408533.0,397352.0,198961.0,385063.0,103301.0,136706.0,266877.0,217526.0,111221.0,2016
Rhode Island,Male,6087.0,21564.0,35744.0,39343.0,42924.0,17029.0,33050.0,9011.0,8927.0,17615.0,13593.0,8498.0,2016
South Carolina,Male,35795.0,96649.0,149542.0,174174.0,160115.0,73780.0,164853.0,37870.0,37567.0,91146.0,51101.0,26190.0,2016
South Dakota,Male,19816.0,47296.0,42324.0,35983.0,26049.0,10117.0,16657.0,2160.0,3382.0,5857.0,4289.0,4186.0,2016
Tennessee,Male,35435.0,128707.0,185212.0,238537.0,234367.0,108629.0,225911.0,50246.0,53245.0,130010.0,77773.0,33642.0,2016
Texas,Male,167969.0,547448.0,815244.0,976874.0,940156.0,402184.0,1045122.0,217264.0,272101.0,613952.0,467774.0,195873.0,2016
Utah,Male,24264.0,87985.0,125487.0,135814.0,116673.0,52196.0,92644.0,18631.0,25194.0,43493.0,30171.0,12556.0,2016
Vermont,Male,7155.0,19084.0,22265.0,23661.0,20483.0,8508.0,18697.0,4724.0,4394.0,11366.0,6480.0,3634.0,2016
Virginia,Male,53478.0,151147.0,221538.0,289347.0,296924.0,132710.0,312569.0,70226.0,94299.0,203603.0,175843.0,83463.0,2016
Washington,Male,47204.0,140863.0,208897.0,252423.0,244017.0,118008.0,248885.0,55599.0,78884.0,175462.0,132054.0,69686.0,2016
West Virginia,Male,13469.0,36592.0,49447.0,58610.0,41923.0,24124.0,44372.0,10377.0,13267.0,28955.0,24380.0,16801.0,2016
Wisconsin,Male,64752.0,186467.0,230673.0,239444.0,213602.0,97067.0,161891.0,44127.0,45077.0,87435.0,53972.0,29702.0,2016
Wyoming,Male,12008.0,30408.0,32933.0,27053.0,13283.0,5005.0,7505.0,928.0,3517.0,5613.0,4850.0,3617.0,2016
Puerto Rico,Male,12546.0,34601.0,56381.0,83412.0,75573.0,27525.0,84294.0,11397.0,21329.0,49025.0,50512.0,19189.0,2016
Alabama,Female,24629.0,100884.0,145330.0,172064.0,147850.0,65967.0,132004.0,27009.0,28247.0,64674.0,31463.0,12813.0,2016
Alaska,Female,12686.0,30715.0,28876.0,30108.0,22286.0,5188.0,9585.0,1303.0,1949.0,4026.0,3453.0,1172.0,2016
Arizona,Female,40090.0,140092.0,183314.0,202886.0,201313.0,89655.0,178284.0,41697.0,45444.0,94313.0,52625.0,18380.0,2016
Arkansas,Female,29784.0,87115.0,111983.0,105644.0,81470.0,32081.0,59151.0,11055.0,12514.0,32015.0,16132.0,5005.0,2016
California,Female,141826.0,650161.0,1034853.0,1180252.0,1088445.0,452953.0,1100712.0,205450.0,314519.0,634778.0,560504.0,243878.0,2016
Colorado,Female,34288.0,131842.0,170664.0,187794.0,176501.0,82072.0,160295.0,35189.0,45699.0,85207.0,48862.0,15508.0,2016
Connecticut,Female,24454.0,86709.0,133685.0,139822.0,126044.0,54677.0,96013.0,21863.0,27897.0,51511.0,36013.0,19966.0,2016
Delaware,Female,3683.0,16655.0,30696.0,32242.0,36260.0,16363.0,32999.0,4610.0,7734.0,13103.0,7672.0,3204.0,2016
